23.0000    2 -580046.06 0.00000000 133.31306 49.250298 0.00000000 -13.331410 -6.6656309 0.00000000 6.6657056 13.331138 19.996821 26.662460 33.328066 39.993830 46.659428 53.325061 59.990774 66.656413 73.322073 79.987689 86.653302 93.318974 99.984611 106.65023 113.31589 119.98154 128.45338 142.35216 159.92341 180.04076 190.80721 201.94612 213.39775 225.11142 232.24728 239.45369 246.72321 254.04902 261.42489 268.84514 276.30457 283.79836 293.83602 303.91758 324.17945
24.0000    3 -581151.44 0.00000000 130.75294 -46.931782 0.00000000 -19.612637 -13.074932 -6.5377398 0.00000000 6.5377080 13.075610 19.613206 26.150798 32.688550 39.225996 45.763837 52.301285 58.839149 65.376692 71.914425 78.452066 84.989732 91.527348 98.064994 104.60265 111.14031 112.26629 121.67056 136.24247 154.22327 164.13391 174.52057 185.30315 196.41524 203.21716 210.10716 217.07582 224.11468 231.21598 238.37275 245.57864 252.82782 262.55169 272.33191 292.02241
25.0000    0 -580013.19 0.00000000 112.19930 -5.4530120 0.00000000 -16.829452 -11.219829 -5.6096672 0.00000000 5.6100414 11.220083 16.830174 22.440243 28.049890 33.660023 39.270141 44.880037 50.489944 56.099987 61.709811 67.319945 72.929838 78.539796 84.149792 89.759763 95.369744 99.555895 110.42219 125.36928 142.94214 152.42248 162.25575 172.37885 182.73999 189.05274 195.42764 201.85750 208.33589 214.85696 221.41544 228.00659 234.62605 243.48931 252.38765 270.26083
26.0000    2 -579385.13 0.00000000 168.40962 -114.45499 0.00000000 -16.841109 -8.4205913 0.00000000 8.4201330 16.840738 25.261378 33.681696 42.102387 50.522761 58.943356 67.363709 75.784275 84.204685 92.625189 101.04565 109.46612 117.88661 126.30712 134.72757 143.14805 151.56853 147.47330 153.82404 166.57395 183.43903 192.96004 203.03627 213.57015 224.48210 231.18289 237.98378 244.87381 251.84320 258.88308 265.98550 273.14326 280.34982 290.02434 299.76261 319.38735
27.0000    0 -579237.94 0.00000000 148.07150 -18.988079 0.00000000 -14.807114 -7.4036077 0.00000000 7.4037473 14.807021 22.210604 29.614134 37.017881 44.421293 51.825011 59.228562 66.632111 74.035723 81.439324 88.842750 96.246389 103.64997 111.05349 118.45707 125.86064 133.26422 136.75975 148.14629 164.58403 184.38817 195.20222 206.48827 218.16683 230.17157 237.50750 244.93037 252.43071 260.00003 267.63060 275.31539 283.04804 290.82269 301.24519 311.72168 332.79754
28.0000    1 -580350.25 0.00000000 147.94193 -48.724480 0.00000000 -7.3969842 0.00000000 7.3971834 14.794076 22.191247 29.588374 36.985536 44.382734 51.779759 59.176850 66.574027 73.971100 81.368214 88.765283 96.162396 103.55953 110.95662 118.35373 125.75084 133.14794 140.54503 141.30971 150.44313 165.01432 183.24157 193.35158 203.97984 215.04051 226.46219 233.46310 240.56102 247.74569 255.00797 262.33943 269.73254 277.18034 284.67653 294.73687 304.86078 325.25690
29.0000    1 -579885.25 0.00000000 102.71258 8.8424578 0.00000000 -5.1357593 0.00000000 5.1355975 10.271175 15.406801 20.542438 25.677992 30.813773 35.949225 41.084918 46.220547 51.356220 56.491866 61.627461 66.763041 71.898689 77.034352 82.170008 87.305562 92.441197 97.576841 103.17188 115.64856 132.49804 152.23169 162.87215 173.90962 185.27485 196.91059 204.00162 211.16370 218.38875 225.66949 232.99931 240.37222 247.78280 255.22609 265.19363 275.20178 295.30685
30.0000    3 -582029.50 0.00000000 154.36566 55.001053 0.00000000 -23.155200 -15.437034 -7.7186213 0.00000000 7.7179750 15.436291 23.154333 30.872773 38.590882 46.309248 54.027644 61.745922 69.464193 77.182532 84.900683 92.619062 100.33734 108.05559 115.77389 123.49218 131.21048 140.01710 153.89863 171.22248 190.93285 201.45060 212.31644 223.47401 234.87564 241.81668 248.82314 255.88801 263.00492 270.16797 277.37183 284.61161 291.88277 301.61944 311.39577 331.03653
31.0000    0 -582481.88 0.00000000 121.65836 -29.422636 0.00000000 -18.248651 -12.165756 -6.0830527 0.00000000 6.0828524 12.165852 18.248792 24.331613 30.414515 36.497517 42.580496 48.663291 54.746285 60.829281 66.912077 72.995068 79.077960 85.160884 91.243789 97.326711 103.40964 105.49676 115.02580 129.35205 146.87359 156.49794 166.56843 177.00930 187.75773 194.33222 200.98856 207.71787 214.51220 221.36420 228.26735 235.21567 242.20367 251.57431 260.99621 279.95741
32.0000    1 -581498.44 0.00000000 125.15109 -131.28018 0.00000000 -6.2574485 0.00000000 6.2573901 12.514957 18.772767 25.030213 31.287957 37.545298 43.802837 50.060266 56.318056 62.575485 68.833167 75.090611 81.348207 87.605815 93.863369 100.12091 106.37845 112.63602 118.89357 113.30835 118.44617 130.18873 146.21435 155.36896 165.10970 175.33603 185.96543 192.50762 199.15746 205.90349 212.73547 219.64409 226.62100 233.65861 240.75001 250.27817 259.87760 279.24456
33.0000    2 -580760.38 0.00000000 159.50464 -125.75607 0.00000000 -15.950535 -7.9752062 0.00000000 7.9753831 15.950143 23.925873 31.900746 39.876092 47.851272 55.826630 63.801739 71.776998 79.752157 87.727469 95.702640 103.67787 111.65307 119.62837 127.60355 135.57877 143.55400 137.91352 142.72851 154.45045 170.86131 180.35219 190.51449 201.23881 212.43400 219.34477 226.38297 233.53559 240.79091 248.13823 255.56790 263.07109 270.63982 280.82082 291.08979 311.83779
34.0000    0 -579833.38 0.00000000 121.87184 -43.059483 0.00000000 -12.186948 -6.0932585 0.00000000 6.0933170 12.187650 18.280815 24.374459 30.467932 36.561668 42.655272 48.748952 54.842423 60.936056 67.029651 73.123253 79.216899 85.310454 91.404078 97.497673 103.59126 109.68485 111.37944 121.64675 137.22415 156.25407 166.68923 177.59593 188.89211 200.51035 207.61213 214.79908 222.06177 229.39178 236.78136 244.22363 251.71229 259.24159 269.33503 279.48050 299.88938
35.0000    3 -580024.13 0.00000000 145.85767 -121.46297 0.00000000 -21.878871 -14.586322 -7.2931078 0.00000000 7.2926397 14.585324 21.878394 29.171115 36.464141 43.757025 51.049917 58.342801 65.635699 72.928469 80.221422 87.514318 94.807210 102.10004 109.39295 116.68583 123.97871 119.42523 125.62293 138.40060 155.42154 165.05833 175.27142 185.96074 197.04433 203.85507 210.77057 217.77955 224.87188 232.03831 239.27065 246.56135 253.90362 263.76294 273.68993 293.70182
36.0000    2 -577659.88 0.00000000 144.98643 -58.943214 0.00000000 -14.498615 -7.2495242 0.00000000 7.2494228 14.498749 21.747982 28.997152 36.246686 43.495870 50.745060 57.994568 65.243879 72.493335 79.742467 86.991816 94.241173 101.49054 108.73981 115.98914 123.23845 130.48776 130.68659 139.83919 154.71769 173.38986 183.74768 194.63217 205.95324 217.63645 224.79390 232.04759 239.38702 246.80277 254.28632 261.82990 269.42650 277.06973 287.32330 297.63714 318.40312
37.0000    4 -578945.94 0.00000000 128.15204 -35.762070 0.00000000 -25.630600 -19.223042 -12.815240 -6.4075506 0.00000000 6.4078792 12.815337 19.222604 25.630424 32.038165 38.445497 44.853178 51.260820 57.668379 64.076009 70.483542 76.891210 83.298833 89.706419 96.114014 102.52160 103.94361 112.86053 126.69836 143.86301 153.35454 163.31963 173.68014 184.37100 190.92093 197.55967 204.27791 211.06723 217.91999 224.82923 231.78864 238.79244 248.19091 257.64776 276.69777
38.0000    2 -579640.19 0.00000000 158.56229 -23.191401 0.00000000 -15.856536 -7.9283066 0.00000000 7.9279431 15.856378 23.784080 31.712320 39.640485 47.568305 55.496654 63.424712 71.352976 79.281065 87.209118 95.137139 103.06534 110.99351 118.92161 126.84974 134.77785 142.70597 145.04099 154.33376 168.18318 185.11054 194.41514 204.15754 214.26539 224.67827 231.05097 237.50552 244.03332 250.62653 257.27803 263.98137 270.73069 277.52057 286.62851 295.78948 314.23436
39.0000    1 -581071.25 0.00000000 143.98682 -133.88181 0.00000000 -7.1994308 0.00000000 7.1991762 14.398743 21.597799 28.797164 35.996565 43.195919 50.395230 57.594622 64.793937 71.993244 79.192657 86.391937 93.591267 100.79062 107.98998 115.18930 122.38861 129.58796 136.78731 131.23490 136.68618 148.81748 165.23987 174.58790 184.51703 194.92610 205.73240 212.37793 219.12897 225.97413 232.90321 239.90697 246.97707 254.10601 261.28691 270.93169 280.64476 300.23059
40.0000    0 -579405.25 0.00000000 181.66290 24.062931 0.00000000 -9.0832570 0.00000000 9.0826903 18.165888 27.249083 36.332251 45.415439 54.498426 63.581790 72.664706 81.748079 90.831057 99.914258 108.99747 118.08060 127.16374 136.24685 145.33000 154.41314 163.49628 172.57942 178.94606 191.37067 207.87344 227.18062 237.60821 248.44087 259.61244 271.06726 278.05615 285.12098 292.25365 299.44682 306.69377 313.98836 321.32503 328.69866 338.57963 348.50802 368.47226
41.0000    1 -581121.50 0.00000000 117.95956 59.604591 0.00000000 -5.8981984 0.00000000 5.8981361 11.795919 17.693926 23.591831 29.489891 35.387883 41.285707 47.183765 53.081658 58.979816 64.877727 70.775642 76.673609 82.571579 88.469614 94.367575 100.26555 106.16352 112.06150 121.70281 136.88582 155.73305 177.07126 188.42248 200.12862 212.13024 224.37740 231.82572 239.33916 246.91043 254.53295 262.20071 269.90821 277.65045 285.42282 295.82566 306.26563 327.22565
42.0000    2 -578320.50 0.00000000 144.80699 -71.212700 0.00000000 -14.480487 -7.2400597 0.00000000 7.2406523 14.480950 21.721269 28.961652 36.201951 43.442304 50.682602 57.923021 65.163245 72.403799 79.644124 86.884397 94.124757 101.36516 108.60546 115.84582 123.08616 130.32650 129.38814 137.25391 150.58163 167.48454 176.89644 186.80388 197.12314 207.78502 214.32223 220.95114 227.66199 234.44606 241.29538 248.20276 255.16167 262.16612 271.56699 281.02770 300.08873
43.0000    3 -578076.00 0.00000000 139.77939 -87.405861 0.00000000 -20.967302 -13.978424 -6.9893334 0.00000000 6.9885388 13.977720 20.966493 27.955732 34.944412 41.933424 48.922454 55.911435 62.900338 69.889363 76.878301 83.867318 90.856263 97.845278 104.83422 111.82321 118.81220 116.91361 124.67612 138.34641 155.82646 165.57685 175.84340 186.53578 197.57995 204.34939 211.21188 218.15716 225.17609 232.26034 239.40243 246.59558 253.83364 263.54468 273.31382 292.98572
44.0000    1 -580752.38 0.00000000 147.49460 16.010532 0.00000000 -7.3747761 0.00000000 7.3746838 14.749286 22.124036 29.498987 36.873475 44.248166 51.622908 58.997723 66.372489 73.747235 81.121916 88.496702 95.871350 103.24613 110.62085 117.99559 125.37030 132.74504 140.11977 145.72996 157.36404 172.98800 191.33769 201.26311 211.58118 222.22791 233.14938 239.81488 246.55420 253.35948 260.22367 267.14026 274.10334 281.10755 288.14794 297.58369 307.06612 326.13753
45.0000    0 -580183.38 0.00000000 144.11821 -8.2293768 0.00000000 -7.2063011 0.00000000 7.2056793 14.411452 21.617562 28.823387 36.029640 43.235087 50.441181 57.647059 64.852887 72.058883 79.264797 86.470736 93.676629 100.88248 108.08843 115.29436 122.50024 129.70616 136.91207 140.80062 151.51974 166.54854 184.41456 194.10964 204.19680 214.60872 225.28957 231.80748 238.39661 245.04908 251.75785 258.51644 265.31904 272.16036 279.03554 288.24764 297.50285 316.11025
46.0000    2 -580316.50 0.00000000 149.18201 -91.941360 0.00000000 -14.918238 -7.4593988 0.00000000 7.4591202 14.918256 22.377362 29.836337 37.295404 44.754488 52.213614 59.672707 67.131826 74.590899 82.049924 89.509069 96.968181 104.42728 111.88638 119.34544 126.80455 134.26365 131.91139 139.30574 152.72189 170.05118 179.75968 190.00385 200.69133 211.74622 218.52887 225.40922 232.37676 239.42195 246.53619 253.71177 260.94165 268.21938 277.98759 287.81829 307.62473
47.0000    4 -579329.44 0.00000000 121.01367 -110.23424 0.00000000 -24.203029 -18.152146 -12.101379 -6.0509920 0.00000000 6.0506643 12.101085 18.151809 24.202483 30.253108 36.303848 42.354673 48.405288 54.455927 60.506611 66.557294 72.608004 78.658688 84.709398 90.760070 96.810733 92.964070 99.461525 112.43132 129.63649 139.37317 149.69310 160.49652 171.70119 178.58775 185.58129 192.67042 199.84484 207.09522 214.41314 221.79100 229.22186 239.20132 249.25049 269.51194
48.0000    0 -580524.50 0.00000000 118.32275 -1.0577857 0.00000000 -23.664408 -17.747860 -11.832231 -5.9161788 0.00000000 5.9159686 11.832421 17.748657 23.664619 29.580857 35.496961 41.413053 47.329199 53.245387 59.161493 65.077664 70.993778 76.909927 82.826081 88.742221 94.658358 99.036722 110.03160 125.31743 143.49749 153.37908 163.67341 174.31254 185.23963 191.91385 198.66536 205.48600 212.36829 219.30547 226.29138 233.32042 240.38741 249.86108 259.38388 278.54185
49.0000    2 -582784.50 0.00000000 157.17589 -131.58893 0.00000000 -15.718029 -7.8590965 0.00000000 7.8584657 15.717381 23.576288 31.434881 39.293829 47.152422 55.011195 62.869973 70.728988 78.587624 86.446429 94.305198 102.16399 110.02282 117.88165 125.74041 133.59920 141.45799 135.78429 140.98026 153.04770 169.64961 179.17244 189.32667 200.00600 211.12265 217.97167 224.93798 232.00928 239.17452 246.42363 253.74755 261.13805 268.58763 278.60060 288.69203 309.06029
50.0000    1 -582017.75 0.00000000 163.89772 -9.6471853 0.00000000 -8.1949537 0.00000000 8.1949098 16.389459 24.584378 32.779561 40.974314 49.169192 57.364002 65.559011 73.753905 81.948844 90.143610 98.338523 106.53338 114.72834 122.92319 131.11808 139.31297 147.50787 155.70278 159.51818 170.62103 186.62252 206.00075 216.62559 227.74245 239.27258 251.14973 258.41889 265.78201 273.22942 280.75237 288.34282 295.99349 303.69766 311.44924 321.84883 332.31079 353.38006
51.0000    4 -580992.81 0.00000000 160.60396 -53.330776 0.00000000 -32.120840 -24.090647 -16.060453 -8.0304831 0.00000000 8.0299370 16.060246 24.090520 32.120595 40.150923 48.181148 56.211342 64.241516 72.271619 80.301851 88.332129 96.362323 104.39252 112.42270 120.45291 128.48312 128.78480 137.44910 151.53446 169.25154 179.09646 189.45293 200.23540 211.37273 218.20028 225.12283 232.13028 239.21355 246.36435 253.57519 260.83926 268.15033 277.96186 287.83490 307.72387
52.0000    3 -580435.56 0.00000000 117.26427 -35.685356 0.00000000 -17.589770 -11.726496 -5.8632090 0.00000000 5.8631513 11.726320 17.589616 23.452665 29.316057 35.179234 41.042427 46.905688 52.769031 58.632007 64.495335 70.358505 76.221807 82.084975 87.948163 93.811380 99.674600 101.11951 110.07165 123.94675 141.14909 150.65974 160.64421 171.02443 181.73528 188.29735 194.94834 201.67891 208.48065 215.34589 222.26767 229.23966 236.25608 245.67132 255.14492 274.22818
53.0000    4 -580620.13 0.00000000 142.40996 -17.391937 0.00000000 -28.481977 -21.361708 -14.241355 -7.1208292 0.00000000 7.1205032 14.240854 21.361264 28.481848 35.602306 42.722960 49.843268 56.963858 64.084311 71.204864 78.325426 85.445876 92.566336 99.686875 106.80739 113.92789 116.75695 126.39640 140.47693 157.54472 166.89164 176.66068 186.78120 197.19445 203.56201 210.00781 216.52348 223.10143 229.73476 236.41726 243.14323 249.90751 258.97802 268.09819 286.45271
54.0000    3 -582188.88 0.00000000 103.28142 14.847016 0.00000000 -15.491986 -10.328227 -5.1643333 0.00000000 5.1638111 10.327839 15.492081 20.656190 25.820371 30.984412 36.148579 41.312405 46.476539 51.640713 56.804752 61.968860 67.132840 72.296908 77.461007 82.625076 87.789141 93.283374 104.63958 119.70507 137.19706 146.58845 156.30870 166.29902 176.51095 182.72741 189.00154 195.32660 201.69649 208.10570 214.54933 221.02285 227.52218 236.22179 244.95290 262.48267
55.0000    5 -580611.19 0.00000000 99.430405 -35.184479 0.00000000 -24.857724 -19.886226 -14.914395 -9.9433931 -4.9716785 0.00000000 4.9714696 9.9430207 14.914218 19.885993 24.857497 29.829151 34.800594 39.772060 44.743452 49.715099 54.686646 59.658112 64.629658 69.601181 74.572701 76.339524 85.819048 100.21937 117.89497 127.62064 137.80663 148.37600 159.26476 165.92871 172.67825 179.50420 186.39845 193.35344 200.36247 207.41937 214.51848 224.04088 233.61834 252.90055
56.0000    5 -579593.81 0.00000000 97.459229 44.892967 0.00000000 -24.364491 -19.491815 -14.618647 -9.7458365 -4.8728765 0.00000000 4.8730410 9.7459131 14.618810 19.492012 24.365024 29.237935 34.110824 38.983845 43.856663 48.729778 53.602670 58.475643 63.348629 68.221577 73.094524 81.330668 95.170980 112.69509 132.71757 143.41253 154.46313 165.81014 177.40354 184.46007 191.58208 198.76231 205.99427 213.27193 220.58980 227.94293 235.32674 245.21242 255.13632 275.06774
