0.0000	-0.0185612	0.60134	0.64956
1.0000	0.0734358	0.576885	0.638303
2.0000	0.0555996	0.61303	0.61228
3.0000	0.0764371	0.637939	0.591992
4.0000	0.0946585	0.595891	0.613663
5.0000	0.117928	0.609698	0.611406
6.0000	0.0898994	0.606328	0.700896
7.0000	0.000573044	0.619223	0.668802
8.0000	-0.0885507	0.608829	0.682901
9.0000	-0.128162	0.648673	0.626467
10.0000	-0.126179	0.519301	0.738427
11.0000	-0.0495699	0.634879	0.611878
12.0000	0.0276221	0.590829	0.652529
13.0000	0.0153373	0.545035	0.775565
14.0000	0.139578	0.591214	0.566327
15.0000	0.0970495	0.620595	0.497839
16.0000	0.0173189	0.61943	0.610602
17.0000	0.0759345	0.659508	0.567184
18.0000	0.0397927	0.594063	0.706265
19.0000	0.101175	0.619762	0.667637
20.0000	0.123544	0.647993	0.667527
21.0000	-0.00168214	0.6756	0.656682
22.0000	0.00594986	0.656324	0.578484
23.0000	0.0798789	0.584437	0.640527
24.0000	0.11909	0.470124	0.70353
25.0000	0.0701531	0.533277	0.597583
26.0000	0.0462529	0.398551	0.739481
27.0000	0.123881	0.519845	0.710365
28.0000	0.159527	0.445736	0.710857
29.0000	0.275414	0.418998	0.671359
30.0000	0.203509	0.464618	0.624382
31.0000	0.0876792	0.486285	0.640908
32.0000	0.0648323	0.570556	0.631873
33.0000	0.0648959	0.503189	0.63354
34.0000	0.109558	0.477592	0.604312
35.0000	-0.00425961	0.590935	0.758852
36.0000	0.201351	0.509923	0.655566
37.0000	0.281371	0.545921	0.683813
38.0000	0.0678399	0.576789	0.65581
39.0000	0.170429	0.577691	0.694046
40.0000	0.0886754	0.548599	0.774597
41.0000	0.160033	0.474388	0.764976
42.0000	0.127037	0.447937	0.788126
43.0000	0.191562	0.469133	0.670137
44.0000	-0.03394	0.565583	0.722313
45.0000	0.0538409	0.538795	0.694394
46.0000	0.127626	0.493383	0.769338
47.0000	0.186098	0.467834	0.76952
48.0000	0.0984594	0.457546	0.805396
49.0000	0.237963	0.432558	0.785023
50.0000	0.265965	0.372954	0.819742
51.0000	0.292512	0.322953	0.82708
52.0000	0.223965	0.36686	0.807204
53.0000	0.320221	0.410188	0.669783
54.0000	0.272815	0.49646	0.796177
55.0000	0.166172	0.412046	0.777133
56.0000	0.18627	0.507362	0.73483
57.0000	0.313972	0.436931	0.708888
58.0000	0.109897	0.449236	0.815781
59.0000	0.321534	0.42175	0.762102
60.0000	0.299715	0.417401	0.748703
61.0000	0.208021	0.490197	0.736606
62.0000	0.238649	0.509034	0.7706
63.0000	0.0746631	0.566394	0.775345
64.0000	0.0835001	0.533093	0.733952
65.0000	0.0866467	0.65647	0.660583
66.0000	0.150842	0.644177	0.629434
67.0000	0.0457331	0.59237	0.639622
68.0000	0.0387503	0.638781	0.498227
69.0000	0.0737443	0.647366	0.569748
70.0000	0.0259233	0.64039	0.591459
71.0000	0.023491	0.626362	0.564425
72.0000	0.100792	0.561315	0.599406
73.0000	-0.0107571	0.581468	0.560179
74.0000	0.0999827	0.578761	0.595428
75.0000	0.0423062	0.660972	0.549977
76.0000	0.0805965	0.561048	0.633199
77.0000	0.0766681	0.693249	0.599202
78.0000	0.0158095	0.687461	0.703133
79.0000	0.0180562	0.663686	0.625315
80.0000	0.0638321	0.61272	0.627726
81.0000	0.0260447	0.710287	0.683505
82.0000	0.0925886	0.620228	0.626539
83.0000	0.101829	0.620287	0.713265
84.0000	0.120194	0.668419	0.63114
85.0000	0.00682622	0.661293	0.605525
86.0000	0.0627741	0.472401	0.800377
87.0000	0.05029	0.547259	0.69101
88.0000	0.0724828	0.574549	0.657973
89.0000	0.0448434	0.587407	0.640829
90.0000	0.132987	0.544764	0.596098
91.0000	0.0718821	0.635797	0.645259
92.0000	0.0276621	0.69806	0.548479
93.0000	0.0954872	0.530778	0.774449
94.0000	0.0300868	0.593732	0.730944
95.0000	-0.00145183	0.537727	0.714821
96.0000	0.0168838	0.510291	0.722642
97.0000	-0.0411051	0.569513	0.693066
98.0000	-0.00649295	0.624813	0.725062
99.0000	0.161319	0.634366	0.643335
100.0000	0.0680342	0.572012	0.657541
101.0000	0.113179	0.502628	0.665766
102.0000	-0.0373488	0.623809	0.658671
103.0000	0.0598852	0.629808	0.606804
104.0000	0.062479	0.640908	0.652634
105.0000	-0.000221175	0.669796	0.636249
106.0000	-0.0245148	0.632107	0.617902
107.0000	-0.0107388	0.647076	0.616968
108.0000	-0.0418357	0.652952	0.506908
109.0000	-0.00667478	0.632031	0.497187
110.0000	0.00779729	0.675085	0.466755
111.0000	-0.0463499	0.645776	0.519259
112.0000	0.029562	0.656531	0.506456
113.0000	-0.0359476	0.628116	0.597408
114.0000	-0.00841868	0.679953	0.535302
